,baseSetSize,link,name,parentCode,totalSetSize,type
416,0,https://www.mtgjson.com/json/PURL.json,URL/Convention Promos,PURL,9,promo
417,26,https://www.mtgjson.com/json/UGIN.json,Ugin's Fate,UGIN,26,promo
418,0,https://www.mtgjson.com/json/PUMA.json,Ultimate Box Topper,PUMA,40,masterpiece
419,254,https://www.mtgjson.com/json/UMA.json,Ultimate Masters,UMA,254,masters
420,88,https://www.mtgjson.com/json/UGL.json,Unglued,UGL,88,funny
421,141,https://www.mtgjson.com/json/UNH.json,Unhinged,UNH,168,funny
422,302,https://www.mtgjson.com/json/2ED.json,Unlimited Edition,2ED,302,core
423,268,https://www.mtgjson.com/json/UST.json,Unstable,UST,268,funny
424,0,https://www.mtgjson.com/json/PUST.json,Unstable Promos,PUST,1,promo
425,143,https://www.mtgjson.com/json/UDS.json,Urza's Destiny,UDS,143,expansion
426,143,https://www.mtgjson.com/json/ULG.json,Urza's Legacy,ULG,143,expansion
427,350,https://www.mtgjson.com/json/USG.json,Urza's Saga,USG,350,expansion
428,0,https://www.mtgjson.com/json/PVAN.json,Vanguard Series,PVAN,32,vanguard
429,0,https://www.mtgjson.com/json/OVNT.json,Vintage Championship,OVNT,21,memorabilia
430,325,https://www.mtgjson.com/json/VMA.json,Vintage Masters,VMA,325,masters
431,167,https://www.mtgjson.com/json/VIS.json,Visions,VIS,167,expansion
432,264,https://www.mtgjson.com/json/WAR.json,War of the Spark,WAR,311,expansion
433,0,https://www.mtgjson.com/json/PWAR.json,War of the Spark Promos,PWAR,167,promo
434,167,https://www.mtgjson.com/json/WTH.json,Weatherlight,WTH,167,expansion
435,0,https://www.mtgjson.com/json/W16.json,Welcome Deck 2016,W16,16,starter
436,0,https://www.mtgjson.com/json/W17.json,Welcome Deck 2017,W17,30,starter
437,0,https://www.mtgjson.com/json/PWPN.json,Wizards Play Network 2008,PWPN,2,promo
438,0,https://www.mtgjson.com/json/PWP09.json,Wizards Play Network 2009,PWP09,8,promo
439,0,https://www.mtgjson.com/json/PWP10.json,Wizards Play Network 2010,PWP10,10,promo
440,0,https://www.mtgjson.com/json/PWP11.json,Wizards Play Network 2011,PWP11,14,promo
441,0,https://www.mtgjson.com/json/PWP12.json,Wizards Play Network 2012,PWP12,3,promo
442,0,https://www.mtgjson.com/json/PWOS.json,Wizards of the Coast Online Store,PWOS,1,promo
443,0,https://www.mtgjson.com/json/WC97.json,World Championship Decks 1997,WC97,130,memorabilia
444,0,https://www.mtgjson.com/json/WC98.json,World Championship Decks 1998,WC98,116,memorabilia
445,0,https://www.mtgjson.com/json/WC99.json,World Championship Decks 1999,WC99,109,memorabilia
446,0,https://www.mtgjson.com/json/WC00.json,World Championship Decks 2000,WC00,116,memorabilia
447,0,https://www.mtgjson.com/json/WC01.json,World Championship Decks 2001,WC01,137,memorabilia
448,0,https://www.mtgjson.com/json/WC02.json,World Championship Decks 2002,WC02,152,memorabilia
449,0,https://www.mtgjson.com/json/WC03.json,World Championship Decks 2003,WC03,141,memorabilia
450,0,https://www.mtgjson.com/json/WC04.json,World Championship Decks 2004,WC04,102,memorabilia
451,0,https://www.mtgjson.com/json/PWCQ.json,World Magic Cup Qualifiers,PWCQ,5,promo
452,0,https://www.mtgjson.com/json/PWOR.json,Worlds,PWOR,1,promo
453,145,https://www.mtgjson.com/json/WWK.json,Worldwake,WWK,145,expansion
454,0,https://www.mtgjson.com/json/PWWK.json,Worldwake Promos,PWWK,6,promo
455,0,https://www.mtgjson.com/json/PSS2.json,XLN Standard Showdown,PSS2,5,promo
456,0,https://www.mtgjson.com/json/PXTC.json,XLN Treasure Chest,PXTC,10,promo
457,249,https://www.mtgjson.com/json/ZEN.json,Zendikar,ZEN,269,expansion
458,45,https://www.mtgjson.com/json/EXP.json,Zendikar Expeditions,EXP,45,masterpiece
459,0,https://www.mtgjson.com/json/PZEN.json,Zendikar Promos,PZEN,5,promo
